Date,Time,Site,Depth (cm),Instrument Used,Dissolved Oxygen (mg/L),Dissolved Oxygen (%),Conductivity-specific (mS/cm),Salinity (ppt),Temperature (C),Pressure (mmHg),pH,Turbidity (cm),Comments
07/12/2018,10,PIER,200,YSI Pro2030,1.1,18.0,69.6,47.7,26.0,761.0,,,
07/13/2018,9:40,MO1,0,YSI Pro2030,6.7,104.0,60.1,39.6,26.4,763.6,9.26,,
07/13/2018,9:40,MO1,10,YSI Pro2030,5.7,95.0,65.5,43.4,26.3,763.0,,,
07/13/2018,10,PIER,10,YSI Pro2030,5.0,80.0,69.5,47.5,26.6,761.5,9.54,50.0,
07/13/2018,10,PIER,50,YSI Pro2030,4.3,70.0,69.7,47.7,26.1,761.5,,,
07/13/2018,10,PIER,100,YSI Pro2030,2.5,31.0,69.7,47.9,25.4,761.5,,,
07/13/2018,10,PIER,150,YSI Pro2030,1.2,17.0,69.7,47.6,25.6,761.6,,,
07/13/2018,10,PIER,200,YSI Pro2030,0.5,6.0,70.1,48.0,25.4,761.6,,,
07/13/2018,10:30,VBR1,10,YSI Pro2030,4.2,65.0,66.1,44.9,25.1,762.0,,,
07/13/2018,10:30,VBR1,50,YSI Pro2030,0.8,16.0,66.4,45.3,26.1,761.9,,,
07/18/2018,10,PIER,10,YSI Pro2030,4.4,66.0,66.9,45.5,26.1,761.2,9.44,40.0,
07/18/2018,10,PIER,50,YSI Pro2030,3.8,60.0,67.6,46.0,26.0,761.1,,,
07/18/2018,10,PIER,100,YSI Pro2030,3.8,62.0,67.9,46.3,25.8,761.1,,,
07/18/2018,10,PIER,150,YSI Pro2030,1.4,22.0,68.5,46.7,25.2,761.1,,,
07/18/2018,10,PIER,200,YSI Pro2030,0.2,3.0,69.1,47.3,25.2,761.2,,,
07/20/2018,9:30,MO1,0,YSI Pro2030,6.3,97.0,64.0,47.1,26.2,760.9,,,
07/20/2018,9:30,MO1,10,YSI Pro2030,1.7,25.0,69.2,47.4,24.5,760.4,,,
07/20/2018,10,PIER,10,YSI Pro2030,6.4,104.0,70.8,48.5,26.4,759.5,9.62,40.0,
07/20/2018,10,PIER,50,YSI Pro2030,5.0,75.0,70.8,48.5,26.1,759.5,,,
07/20/2018,10,PIER,100,YSI Pro2030,2.3,21.0,70.9,48.8,26.4,759.5,,,
07/20/2018,10,PIER,150,YSI Pro2030,0.5,7.0,71.8,49.3,26.2,759.3,,,
07/20/2018,10,PIER,200,YSI Pro2030,0.2,3.0,72.5,49.9,26.4,759.2,,,
07/20/2018,10:30,VBR1,10,YSI Pro2030,4.4,70.0,74.8,51.8,26.1,759.5,9.12,,
07/20/2018,10:30,VBR1,50,YSI Pro2030,2.7,41.0,74.2,51.3,26.3,759.2,,,
07/24/2018,9,PIER,10,YSI Pro2030,4.2,68.0,70.7,48.5,26.1,757.4,9.35,40.0,
07/24/2018,9,PIER,50,YSI Pro2030,4.0,66.0,70.8,48.5,26.1,757.4,,,
07/24/2018,9,PIER,100,YSI Pro2030,0.4,7.0,71.1,48.7,26.8,757.4,,,
07/24/2018,9,PIER,150,YSI Pro2030,0.2,3.0,72.0,49.5,26.7,757.4,,,
07/24/2018,9,PIER,200,YSI Pro2030,0.1,1.0,73.3,50.3,26.8,757.9,,,
07/25/2018,9:30,PIER,10,YSI Pro2030,4.5,72.0,72.6,50.0,26.3,760.8,9.3,35.0,
07/25/2018,9:30,PIER,50,YSI Pro2030,4.1,67.0,72.4,49.8,26.2,760.8,,,
07/25/2018,9:30,PIER,100,YSI Pro2030,1.6,26.0,71.9,49.4,26.3,760.7,,,
07/25/2018,9:30,PIER,150,YSI Pro2030,0.5,7.0,72.6,49.9,26.3,760.6,,,
07/25/2018,9:30,PIER,200,YSI Pro2030,0.1,2.0,73.2,50.4,26.3,760.5,,,
07/26/2018,10,PIER,10,YSI Pro2030,3.6,62.0,74.3,51.3,26.6,760.9,9.67,30.0,
07/26/2018,10,PIER,50,YSI Pro2030,3.7,61.0,74.0,51.1,26.5,760.5,,,
07/26/2018,10,PIER,100,YSI Pro2030,1.6,26.0,74.0,51.1,26.4,760.3,,,
07/26/2018,10,PIER,150,YSI Pro2030,0.2,3.0,74.9,51.8,26.3,760.3,,,
07/26/2018,10,PIER,200,YSI Pro2030,0.1,1.0,75.2,52.0,26.5,760.1,,,
07/27/2018,9:30,MO1,0,YSI Pro2030,4.9,75.0,52.9,38.3,26.1,760.7,9.23,,
07/27/2018,9:30,MO1,10,YSI Pro2030,1.6,22.0,69.0,46.9,24.4,760.2,,,
07/27/2018,10,PIER,10,YSI Pro2030,3.8,59.0,74.2,51.2,26.2,759.5,9.42,30.0,
07/27/2018,10,PIER,50,YSI Pro2030,2.6,43.0,74.2,51.2,25.9,759.4,,,
07/27/2018,10,PIER,100,YSI Pro2030,0.4,6.0,74.5,51.5,26.0,759.2,,,
07/27/2018,10,PIER,150,YSI Pro2030,0.2,3.0,74.5,51.5,25.4,759.2,,,
07/27/2018,10,PIER,200,YSI Pro2030,0.1,2.0,74.7,51.6,25.3,759.0,,,
07/27/2018,10:20,VBR1,10,YSI Pro2030,4.2,68.0,78.9,55.0,25.3,758.4,9.38,,
07/27/2018,10:20,VBR1,50,YSI Pro2030,1.9,31.0,78.6,54.7,25.2,758.3,,,
07/30/2018,10:00,PIER,10,YSI Pro2030,4.1,65.0,75.8,52.5,24.7,762.5,9.57,40.0,
07/30/2018,10:00,PIER,50,YSI Pro2030,3.1,41.0,75.1,51.9,24.5,762.4,,,
07/30/2018,10:00,PIER,100,YSI Pro2030,0.8,11.0,75.4,52.2,24.7,762.4,,,
07/30/2018,10:00,PIER,150,YSI Pro2030,0.2,3.0,75.0,51.9,23.9,762.3,,,
07/30/2018,10:00,PIER,200,YSI Pro2030,0.2,2.0,74.9,51.8,23.8,762.2,,,
08/01/2018,10:00,PIER,10,YSI Pro2030,5.2,68.0,77.1,53.5,25.2,762.6,9.3,35.0,
08/01/2018,10:00,PIER,50,YSI Pro2030,3.6,59.0,76.6,53.2,25.2,762.5,,,
08/01/2018,10:00,PIER,100,YSI Pro2030,1.9,30.0,76.4,53.0,24.9,762.4,,,
08/01/2018,10:00,PIER,150,YSI Pro2030,0.4,6.0,76.9,53.4,25.0,762.3,,,
08/01/2018,10:00,PIER,200,YSI Pro2030,0.2,3.0,76.9,53.4,24.8,762.2,,,
08/02/2018,10:00,PIER,10,YSI Pro2030,4.0,63.0,77.4,53.6,25.6,761.5,9.42,20.0,
08/02/2018,10:00,PIER,50,YSI Pro2030,2.3,37.0,76.9,53.4,25.3,761.2,,,
08/02/2018,10:00,PIER,100,YSI Pro2030,0.1,2.0,76.8,53.3,25.2,760.8,,,
08/02/2018,10:00,PIER,150,YSI Pro2030,0.1,2.0,77.0,53.4,24.8,760.6,,,
08/02/2018,10:00,PIER,200,YSI Pro2030,0.1,1.0,76.8,53.4,24.5,760.2,,,
08/03/2018,9:25,MO1,0,YSI Pro2030,2.5,40.0,75.2,52.1,23.0,761.7,8.91,,
08/03/2018,9:25,MO1,10,YSI Pro2030,1.8,30.0,74.6,51.8,23.0,761.6,,,
08/03/2018,10:00,PIER,10,YSI Pro2030,3.4,55.0,76.1,52.7,25.1,760.6,9.32,30.0,
08/03/2018,10:00,PIER,50,YSI Pro2030,2.6,42.0,75.9,52.6,25.1,760.6,,,
08/03/2018,10:00,PIER,100,YSI Pro2030,0.9,13.0,75.6,52.4,25.1,760.5,,,
08/03/2018,10:00,PIER,150,YSI Pro2030,0.5,7.0,76.3,53.0,24.8,760.5,,,
08/03/2018,10:00,PIER,200,YSI Pro2030,0.2,3.0,76.3,52.9,24.6,760.5,,,
08/03/2018,10:25,VBR1,40,YSI Pro2030,2.6,45.0,82.9,58.3,24.7,760.2,,,
08/03/2018,10:25,VBR1,10,YSI Pro2030,3.4,57.0,83.1,58.3,25.1,760.4,,,
08/06/2018,10:00,PIER,10,YSI Pro2030,4.8,68.0,79.5,55.6,25.0,760.2,9.23,35.0,
08/06/2018,10:00,PIER,50,YSI Pro2030,4.2,52.0,78.2,54.4,24.4,760.0,,,
08/06/2018,10:00,PIER,100,YSI Pro2030,1.4,18.0,78.0,54.3,24.7,760.0,,,
08/06/2018,10:00,PIER,150,YSI Pro2030,0.2,3.0,78.0,54.3,24.1,759.9,,,
08/06/2018,10:00,PIER,200,YSI Pro2030,0.2,3.0,78.0,54.3,24.5,759.9,,,
08/06/2018,15:30,MO1,10,YSI Pro2030,14.8,280.0,75.7,52.0,35.3,754.7,,,
08/08/2018,10:15,PIER,10,YSI Pro2030,3.8,47.0,72.7,50.3,26.0,760.2,9.25,30.0,
08/08/2018,10:15,PIER,50,YSI Pro2030,1.1,12.0,73.9,51.1,25.3,760.0,,,
08/08/2018,10:15,PIER,100,YSI Pro2030,0.3,3.0,74.8,51.8,25.2,759.5,,,
08/08/2018,10:15,PIER,150,YSI Pro2030,0.2,2.0,75.3,52.2,25.0,759.4,,,
08/08/2018,10:15,PIER,200,YSI Pro2030,0.1,2.0,75.4,52.3,25.1,759.0,,,
08/08/2018,14:15,NPB,10,YSI Pro2030,13.6,180.0,5.43,2.9,28.0,756.0,8.1,,
08/08/2018,14:45,NEC,10,YSI Pro2030,13.0,228.0,86.6,60.1,35.6,755.0,9.43,,
08/08/2018,15:15,NMC,10,YSI Pro2030,13.4,250.0,76.5,52.9,34.4,755.8,9.56,,
08/09/2018,10:00,PIER,10,YSI Pro2030,2.9,46.0,72.6,50.1,25.6,761.0,9.29,30.0,
08/09/2018,10:00,PIER,50,YSI Pro2030,2.4,38.0,73.7,50.9,25.5,760.9,,,
08/09/2018,10:00,PIER,100,YSI Pro2030,0.1,2.0,75.7,52.4,25.9,760.8,,,
08/09/2018,10:00,PIER,150,YSI Pro2030,0.1,1.0,76.1,52.8,25.8,760.8,,,
08/09/2018,10:00,PIER,200,YSI Pro2030,0.1,1.0,76.3,52.9,25.7,760.8,,,
08/10/2018,9:24,MO1,0,YSI Pro2030,1.5,24.0,77.6,53.8,23.8,762.4,8.57,,
08/10/2018,9:24,MO1,10,YSI Pro2030,1.0,12.0,76.8,53.6,23.6,762.2,,,
08/10/2018,9:45,PIER,10,YSI Pro2030,1.8,30.0,77.4,53.8,25.7,760.8,9.17,30.0,
08/10/2018,9:45,PIER,50,YSI Pro2030,0.8,14.0,77.3,53.7,25.3,760.8,,,
08/10/2018,9:45,PIER,100,YSI Pro2030,0.2,4.0,77.8,54.1,25.5,760.8,,,
08/10/2018,9:45,PIER,150,YSI Pro2030,0.1,2.0,77.8,54.1,24.7,760.7,,,
08/10/2018,9:45,PIER,200,YSI Pro2030,0.1,2.0,77.4,53.9,25.0,760.8,,,
08/10/2018,10:25,VBR1,10,YSI Pro2030,2.0,34.0,88.3,62.8,25.8,761.3,9.48,,
08/10/2018,10:25,VBR1,40,YSI Pro2030,0.7,14.0,88.0,62.4,25.5,761.2,,,
08/13/2018,10:10,PIER,10,YSI Pro2030,4.3,70.0,78.8,55.0,25.4,762.2,9.16,30.0,
08/13/2018,10:10,PIER,50,YSI Pro2030,3.5,58.0,78.4,54.5,25.4,762.2,,,
08/13/2018,10:10,PIER,100,YSI Pro2030,2.6,30.0,78.4,54.5,25.9,762.1,,,
08/13/2018,10:10,PIER,150,YSI Pro2030,0.3,5.0,78.5,54.6,25.7,762.1,,,
08/13/2018,10:10,PIER,200,YSI Pro2030,0.2,3.0,78.5,54.7,25.2,762.2,,,
08/15/2018,10:03,PIER,10,YSI Pro2030,2.9,49.0,81.7,57.2,25.7,761.4,9.2,25.0,
08/15/2018,10:03,PIER,50,YSI Pro2030,1.1,20.0,81.2,56.8,25.6,761.4,,,
08/15/2018,10:03,PIER,100,YSI Pro2030,0.4,5.0,81.8,57.3,25.3,761.4,,,
08/15/2018,10:03,PIER,150,YSI Pro2030,0.2,2.0,81.4,57.0,24.7,761.3,,,
08/15/2018,10:03,PIER,200,YSI Pro2030,0.1,2.0,80.8,56.6,25.0,761.2,,,
08/16/2018,10:10,PIER,10,YSI Pro2030,2.7,45.0,82.2,57.6,26.2,762.5,9.1,25.0,
08/16/2018,10:10,PIER,50,YSI Pro2030,0.6,9.0,81.6,57.1,25.8,762.1,,,
08/16/2018,10:10,PIER,100,YSI Pro2030,0.3,3.0,81.0,56.6,25.9,761.6,,,
08/16/2018,10:10,PIER,150,YSI Pro2030,0.1,2.0,81.8,57.4,25.1,761.5,,,
08/16/2018,10:10,PIER,200,YSI Pro2030,0.1,1.0,81.6,57.2,25.2,761.3,,,
08/20/2018,10:02,PIER,10,YSI Pro2030,2.1,27.0,75.4,52.2,25.1,761.4,9.0,30.0,
08/20/2018,10:02,PIER,50,YSI Pro2030,0.2,3.0,75.9,52.6,25.3,761.3,,,
08/20/2018,10:02,PIER,100,YSI Pro2030,0.1,2.0,75.8,52.6,24.9,761.2,,,
08/20/2018,10:02,PIER,150,YSI Pro2030,0.1,1.0,75.4,52.2,24.4,761.0,,,
08/20/2018,10:02,PIER,200,YSI Pro2030,0.1,1.0,75.2,52.1,24.4,760.9,,,
08/21/2018,10:15,PIER,10,YSI Pro2030,1.2,21.0,84.6,59.6,24.7,762.7,9.11,20.0,
08/21/2018,10:15,PIER,50,YSI Pro2030,1.0,16.0,83.8,58.9,24.7,762.7,,,
08/21/2018,10:15,PIER,100,YSI Pro2030,0.1,2.0,84.1,59.3,24.7,762.7,,,
08/21/2018,10:15,PIER,150,YSI Pro2030,0.1,1.0,83.9,59.1,24.6,762.6,,,
08/21/2018,10:15,PIER,200,YSI Pro2030,0.1,1.0,83.7,58.9,24.6,762.6,,,
08/22/2018,10:09,PIER,10,YSI Pro2030,1.9,31.0,83.9,59.1,24.3,764.5,9.04,25.0,
08/22/2018,10:09,PIER,50,YSI Pro2030,1.5,24.0,83.7,58.9,24.3,764.4,,,
08/22/2018,10:09,PIER,100,YSI Pro2030,0.5,6.0,83.8,59.0,24.3,764.4,,,
08/22/2018,10:09,PIER,150,YSI Pro2030,0.2,2.0,83.7,58.9,23.8,764.4,,,
08/22/2018,10:09,PIER,200,YSI Pro2030,0.1,2.0,83.5,58.8,23.7,764.3,,,
08/23/2018,10:00,PIER,10,YSI Pro2030,1.9,32.0,82.6,58.0,24.4,762.5,9.06,15.0,
08/23/2018,10:00,PIER,50,YSI Pro2030,1.4,24.0,82.7,57.8,24.3,767.8,,,
08/23/2018,10:00,PIER,100,YSI Pro2030,0.5,8.0,82.8,57.7,23.6,763.2,,,
08/23/2018,10:00,PIER,150,YSI Pro2030,0.3,5.0,82.0,57.6,23.1,763.2,,,
08/23/2018,10:00,PIER,200,YSI Pro2030,0.1,2.0,81.9,57.5,22.9,763.1,,,
08/24/2018,9:40,MO1,0,YSI Pro2030,7.7,92.0,47.8,36.1,22.7,762.0,8.75,,
08/24/2018,9:40,MO1,10,YSI Pro2030,5.8,90.0,75.2,54.4,23.1,761.8,,,
08/24/2018,10:06,PIER,10,YSI Pro2030,2.6,47.0,81.9,57.5,24.8,760.9,8.53,15.0,
08/24/2018,10:06,PIER,50,YSI Pro2030,0.7,10.0,81.8,57.3,23.8,760.9,,,
08/24/2018,10:06,PIER,100,YSI Pro2030,0.2,3.0,81.7,57.4,23.9,760.8,,,
08/24/2018,10:06,PIER,150,YSI Pro2030,0.1,2.0,81.9,57.5,23.5,760.8,,,
08/24/2018,10:06,PIER,200,YSI Pro2030,0.1,2.0,82.0,57.5,23.4,760.8,,,
08/24/2018,10:30,VBR1,10,YSI Pro2030,,12.0,102.6,,24.2,760.6,,,
08/24/2018,10:30,VBR1,40,YSI Pro2030,,6.0,101.6,,25.4,760.6,,,
08/24/2018,13:15,CUL1,10,YSI Pro2030,,3.0,161.0,,30.2,759.8,7.9,,
08/24/2018,14:05,NVBR,10,YSI Pro2030,,152.0,105.0,,31.3,758.0,8.6,,
08/24/2018,14:35,VBR1,10,YSI Pro2030,,114.0,106.0,,30.2,757.0,8.6,,
08/27/2018,10:10,PIER,10,YSI Pro2030,4.3,54.0,49.7,33.8,22.9,763.1,8.94,20.0,
08/27/2018,10:10,PIER,50,YSI Pro2030,0.5,7.0,72.5,50.2,22.4,763.0,,,
08/27/2018,10:10,PIER,100,YSI Pro2030,0.3,4.0,73.5,50.8,21.9,762.9,,,
08/27/2018,10:10,PIER,150,YSI Pro2030,0.2,3.0,74.9,51.9,22.0,762.8,,,
08/27/2018,10:10,PIER,200,YSI Pro2030,0.2,3.0,75.6,52.5,21.9,762.7,,,
08/28/2018,10:16,PIER,10,YSI Pro2030,4.6,77.0,86.6,61.2,23.8,762.3,8.8,20.0,
08/28/2018,10:16,PIER,50,YSI Pro2030,0.4,6.0,83.1,58.5,22.6,761.0,,,
08/28/2018,10:16,PIER,100,YSI Pro2030,0.2,3.0,83.1,58.4,22.4,760.7,,,
08/28/2018,10:16,PIER,150,YSI Pro2030,0.2,3.0,83.1,58.4,22.1,760.6,,,
08/28/2018,10:16,PIER,200,YSI Pro2030,0.1,1.0,82.9,58.3,21.9,760.5,,,
08/29/2018,10:11,PIER,10,YSI Pro2030,3.2,52.0,86.7,61.2,24.1,762.6,8.9,25.0,
08/29/2018,10:11,PIER,50,YSI Pro2030,0.7,8.0,85.7,60.5,23.2,762.5,,,
08/29/2018,10:11,PIER,100,YSI Pro2030,0.2,3.0,85.5,60.4,22.9,762.4,,,
08/29/2018,10:11,PIER,150,YSI Pro2030,0.1,2.0,85.3,60.3,22.7,762.4,,,
08/29/2018,10:11,PIER,200,YSI Pro2030,0.1,2.0,85.1,60.1,22.5,762.4,,,
08/30/2018,10:45,PIER,10,YSI Pro2030,3.8,62.0,85.7,60.3,24.8,761.4,,26.0,Data Ramy
08/30/2018,10:45,PIER,50,YSI Pro2030,0.7,8.0,85.1,60.0,23.9,760.8,,,
08/30/2018,10:45,PIER,100,YSI Pro2030,0.4,5.0,84.2,59.4,23.3,760.7,,,
08/30/2018,10:45,PIER,150,YSI Pro2030,0.2,3.0,84.0,59.3,23.0,760.7,,,
08/30/2018,10:45,PIER,200,YSI Pro2030,0.1,2.0,83.6,59.2,22.8,760.7,,,
09/03/2018,10:15,PIER,10,YSI Pro2030,1.7,13.0,82.9,58.2,23.0,761.5,8.85,25.0,
09/03/2018,10:15,PIER,50,YSI Pro2030,0.6,6.0,82.0,57.5,23.0,761.4,,,
09/03/2018,10:15,PIER,100,YSI Pro2030,0.2,2.0,81.5,57.2,22.8,761.3,,,
09/03/2018,10:15,PIER,150,YSI Pro2030,0.1,2.0,81.1,56.9,22.6,761.3,,,
09/03/2018,10:15,PIER,200,YSI Pro2030,0.1,2.0,80.8,56.6,22.5,761.3,,,
09/04/2018,10:08,PIER,10,YSI Pro2030,2.2,28.0,86.7,61.3,23.2,761.6,8.74,20.0,
09/04/2018,10:08,PIER,50,YSI Pro2030,0.2,3.0,85.7,60.6,23.1,761.5,,,
09/04/2018,10:08,PIER,100,YSI Pro2030,0.1,1.0,85.6,60.5,23.1,761.5,,,
09/04/2018,10:08,PIER,150,YSI Pro2030,0.1,1.0,85.1,60.1,22.8,761.4,,,
09/04/2018,10:08,PIER,200,YSI Pro2030,0.1,1.0,84.9,59.9,22.7,761.4,,,
09/05/2018,10:09,PIER,10,YSI Pro2030,0.8,11.0,88.4,62.8,23.0,763.5,8.73,20.0,
09/05/2018,10:09,PIER,50,YSI Pro2030,0.3,3.0,87.3,61.9,23.1,763.5,,,
09/05/2018,10:09,PIER,100,YSI Pro2030,0.1,2.0,87.1,61.7,22.9,763.5,,,
09/05/2018,10:09,PIER,150,YSI Pro2030,0.1,2.0,86.7,61.4,22.7,763.4,,,
09/05/2018,10:09,PIER,200,YSI Pro2030,0.1,2.0,86.4,61.2,22.6,763.3,,,
09/10/2018,10:11,PIER,10,YSI Pro2030,2.4,37.0,88.8,63.1,22.7,761.0,8.53,20.0,
09/10/2018,10:11,PIER,50,YSI Pro2030,0.3,5.0,87.6,62.1,22.4,760.9,,,
09/10/2018,10:11,PIER,100,YSI Pro2030,0.2,3.0,86.9,61.5,22.2,760.9,,,
09/10/2018,10:11,PIER,150,YSI Pro2030,0.2,3.0,86.4,61.2,22.0,760.9,,,
09/10/2018,10:11,PIER,200,YSI Pro2030,0.1,2.0,85.5,60.5,21.8,760.8,,,
09/11/2018,10:14,PIER,10,YSI Pro2030,0.6,10.0,87.0,61.7,22.2,760.9,8.56,15.0,
09/11/2018,10:14,PIER,50,YSI Pro2030,0.2,3.0,86.4,61.2,22.0,760.8,,,
09/11/2018,10:14,PIER,100,YSI Pro2030,0.1,1.0,86.0,60.8,21.8,760.8,,,
09/11/2018,10:14,PIER,150,YSI Pro2030,0.1,1.0,85.9,60.8,21.9,760.7,,,
09/11/2018,10:14,PIER,200,YSI Pro2030,0.1,1.0,85.8,60.7,21.8,760.7,,,
09/12/2018,10:09,PIER,10,YSI Pro2030,2.2,33.0,89.0,63.3,21.9,762.3,8.51,20.0,
09/12/2018,10:09,PIER,50,YSI Pro2030,0.5,6.0,88.4,62.8,21.8,762.2,,,
09/12/2018,10:09,PIER,100,YSI Pro2030,0.2,2.0,87.7,62.2,21.3,762.2,,,
09/12/2018,10:09,PIER,150,YSI Pro2030,0.1,2.0,87.3,61.9,21.4,762.1,,,
09/12/2018,10:09,PIER,200,YSI Pro2030,0.1,2.0,87.0,61.7,21.3,762.0,,,
09/13/2018,,PIER,10,YSI Pro2030,1.6,27.0,87.8,62.3,22.0,762.7,8.53,,
09/13/2018,,PIER,50,YSI Pro2030,1.0,13.0,86.2,61.3,22.1,762.4,,,
09/13/2018,,PIER,100,YSI Pro2030,0.3,5.0,86.0,60.9,21.5,762.1,,,
09/13/2018,,PIER,150,YSI Pro2030,0.1,2.0,85.9,60.6,20.9,762.0,,,
09/13/2018,,PIER,200,YSI Pro2030,0.1,1.0,85.8,60.5,20.9,762.0,,,
09/14/2018,9:30,MO1,10,YSI Pro2030,4.7,55.0,127.8,60.6,21.6,759.9,8.5,,
09/14/2018,9:30,MO1,25,YSI Pro2030,1.3,22.0,84.4,59.6,21.3,759.7,,,
09/14/2018,,PIER,10,YSI Pro2030,2.2,33.0,89.0,63.3,21.9,762.4,8.51,20.0,
09/14/2018,,PIER,50,YSI Pro2030,1.0,14.0,87.2,62.8,21.8,762.4,,,
09/14/2018,,PIER,100,YSI Pro2030,0.3,5.0,87.0,62.2,21.3,762.3,,,
09/14/2018,,PIER,150,YSI Pro2030,0.2,2.0,86.8,61.9,21.0,762.2,,,
09/14/2018,,PIER,200,YSI Pro2030,0.1,1.0,86.7,61.7,20.9,762.0,,,
09/14/2018,,VBR1,10,YSI Pro2030,,71.0,123.5,,21.5,757.1,,,
09/14/2018,,VBR1,20,YSI Pro2030,,54.0,123.7,,21.3,757.5,,,
09/17/2018,10:15,PIER,10,YSI Pro2030,3.2,37.0,82.2,57.7,22.4,762.5,8.49,20.0,
09/17/2018,10:15,PIER,50,YSI Pro2030,1.9,17.0,81.6,57.2,22.0,762.5,,,
09/17/2018,10:15,PIER,100,YSI Pro2030,0.3,5.0,81.0,56.7,21.6,762.5,,,
09/17/2018,10:15,PIER,150,YSI Pro2030,0.9,15.0,80.0,56.0,21.3,762.4,,,
09/17/2018,10:15,PIER,200,YSI Pro2030,0.6,8.0,79.9,55.9,21.2,762.3,,,
09/18/2018,10:15,PIER,10,YSI Pro2030,0.9,15.0,88.7,63.1,22.4,761.0,8.43,20.0,
09/18/2018,10:15,PIER,50,YSI Pro2030,0.1,2.0,87.1,61.7,22.0,760.9,,,
09/18/2018,10:15,PIER,100,YSI Pro2030,0.1,1.0,86.7,61.5,21.9,760.9,,,
09/18/2018,10:15,PIER,150,YSI Pro2030,0.1,1.0,86.3,61.1,21.5,760.9,,,
09/18/2018,10:15,PIER,200,YSI Pro2030,0.1,1.0,86.0,60.9,21.3,760.9,,,
09/19/2018,10:15,PIER,10,YSI Pro2030,1.7,21.0,90.6,64.6,22.0,758.9,8.43,20.0,
09/19/2018,10:15,PIER,50,YSI Pro2030,0.3,4.0,88.4,62.8,21.9,758.6,,,
09/19/2018,10:15,PIER,100,YSI Pro2030,0.2,3.0,87.8,62.3,21.8,758.4,,,
09/19/2018,10:15,PIER,150,YSI Pro2030,0.1,2.0,87.4,62.0,21.6,758.1,,,
09/19/2018,10:15,PIER,200,YSI Pro2030,0.1,2.0,87.0,61.6,21.5,758.1,,,
09/21/2018,9:35,MO1,10,YSI Pro2030,2.6,32.0,55.2,36.6,23.2,762.8,8.49,,
09/21/2018,9:35,MO1,20,YSI Pro2030,2.0,34.0,86.9,61.6,22.8,762.5,,,
09/21/2018,10:00,PIER,10,YSI Pro2030,1.3,31.0,83.3,58.6,23.8,761.5,8.42,20.0,
09/21/2018,10:00,PIER,50,YSI Pro2030,0.2,2.0,82.7,58.2,23.2,761.5,,,
09/21/2018,10:00,PIER,100,YSI Pro2030,0.1,2.0,83.4,58.7,22.1,761.6,,,
09/21/2018,10:00,PIER,150,YSI Pro2030,0.1,2.0,82.4,57.9,21.7,761.6,,,
09/21/2018,10:00,PIER,200,YSI Pro2030,0.1,2.0,81.9,57.5,21.7,761.7,,,
09/21/2018,10:20,VBR1,10,YSI Pro2030,,47.0,127.1,,23.9,762.0,,,
09/21/2018,10:20,VBR1,20,YSI Pro2030,,44.0,127.9,,22.3,761.9,,,
09/24/2018,10:10,PIER,10,YSI Pro2030,1.4,22.0,90.1,64.1,21.7,761.8,8.47,20.0,
09/24/2018,10:10,PIER,50,YSI Pro2030,0.3,4.0,88.7,63.0,21.6,761.7,,,
09/24/2018,10:10,PIER,100,YSI Pro2030,0.2,2.0,88.0,62.5,21.6,761.6,,,
09/24/2018,10:10,PIER,150,YSI Pro2030,0.1,2.0,87.5,62.1,21.6,761.6,,,
09/24/2018,10:10,PIER,200,YSI Pro2030,0.1,2.0,87.1,61.8,21.5,761.5,,,
09/25/2018,10:10,PIER,10,YSI Pro2030,1.4,23.0,87.1,65.1,22.5,761.8,,,
09/25/2018,10:10,PIER,50,YSI Pro2030,0.4,5.0,86.3,64.9,21.5,761.8,,,
09/25/2018,10:10,PIER,100,YSI Pro2030,0.2,2.0,85.5,63.2,21.4,761.7,,,
09/25/2018,10:10,PIER,150,YSI Pro2030,0.1,2.0,84.1,63.0,21.4,761.6,,,
09/25/2018,10:10,PIER,200,YSI Pro2030,0.1,2.0,82.0,62.8,21.4,761.6,,,
09/26/2018,10:45,PIER,10,YSI Pro2030,4.5,72.0,87.1,61.8,21.3,763.5,8.46,20.0,
09/26/2018,10:45,PIER,50,YSI Pro2030,1.1,11.0,87.3,61.9,20.4,763.4,,,
09/26/2018,10:45,PIER,100,YSI Pro2030,0.2,2.0,86.4,61.2,20.4,763.3,,,
09/26/2018,10:45,PIER,150,YSI Pro2030,0.2,3.0,85.8,60.7,20.2,763.2,,,
09/26/2018,10:45,PIER,200,YSI Pro2030,0.1,2.0,85.7,60.6,20.2,763.1,,,
09/28/2018,3:00,NPB,10,YSI Pro2030,6.4,77.0,5.67,3.1,22.5,759.2,7.58,,
09/28/2018,3:30,NMC,10,YSI Pro2030,,156.0,158.2,,28.5,759.2,7.93,,
09/28/2018,3:45,NEC,10,YSI Pro2030,,129.0,166.1,,27.1,759.6,7.92,,
09/28/2018,4:30,NVBR,10,YSI Pro2030,,170.0,143.6,,25.1,759.6,8.23,,
10/02/2018,10:25,MO1,0,YSI Pro2030,5.8,96.0,88.5,62.7,21.3,759.4,8.51,,
10/02/2018,10:25,MO1,10,YSI Pro2030,5.7,94.0,85.3,60.2,21.4,758.9,,,
10/02/2018,10:50,PIER,10,YSI Pro2030,5.7,93.0,83.8,59.0,22.6,758.0,8.52,22.0,
10/02/2018,10:50,PIER,50,YSI Pro2030,4.4,71.0,83.7,59.0,22.0,757.9,,,
